fold,pair,pair_status,pair_passes_all,policy,validation_f1,pnl,sharpe,max_drawdown,trades,win_rate,baseline_pnl,baseline_sharpe,pnl_minus_baseline,profitable,passed_and_profitable,strict_gate_pnl,strict_gate_sharpe,strict_gate_trade,test_auc,test_f1,selected_threshold,policy_detail
1,CVX-XOM,passed_all,True,random_forest,0.4166666666666667,0.047781080810898394,0.7340493538528805,-0.07925910739288136,4,0.75,-0.1802086534666486,-1.4135104376895813,0.22798973427754698,True,True,0.047781080810898394,0.7340493538528805,True,0.695078031212485,0.4666666666666667,0.5,
1,CVX-XOM,passed_all,True,deep_mlp,0.3950617283950617,0.010306835729679834,0.13681664818561132,-0.05859577711256682,5,0.6,-0.1802086534666486,-1.4135104376895813,0.19051548919632844,True,True,0.010306835729679834,0.13681664818561132,True,0.6842737094837935,0.27586206896551724,0.5,
1,CVX-XOM,passed_all,True,gru,0.3541666666666667,-0.1802086534666486,-1.4135104376895813,-0.2438669260127023,17,0.47058823529411764,-0.1802086534666486,-1.4135104376895813,0.0,False,False,-0.1802086534666486,-1.4135104376895813,True,0.33133253301320525,0.40963855421686746,0.3,
1,CVX-XOM,passed_all,True,lstm,0.41025641025641024,-0.030156966791970725,-0.8691044996905344,-0.0463985858384407,3,0.3333333333333333,-0.1802086534666486,-1.4135104376895813,0.1500516866746779,False,False,-0.030156966791970725,-0.8691044996905344,True,0.3637454981992797,0.09523809523809523,0.6,
1,CVX-XOM,passed_all,True,tcn,0.3541666666666667,-0.1802086534666486,-1.4135104376895813,-0.2438669260127023,17,0.47058823529411764,-0.1802086534666486,-1.4135104376895813,0.0,False,False,-0.1802086534666486,-1.4135104376895813,True,0.5282112845138056,0.40963855421686746,0.3,
1,CVX-XOM,passed_all,True,regime_mixture_of_experts,0.48148148148148145,-0.19870488242243511,-1.5850762177816824,-0.22966047098451955,16,0.4375,-0.1802086534666486,-1.4135104376895813,-0.01849622895578651,False,False,-0.19870488242243511,-1.5850762177816824,True,,,,"{""experts_by_regime"": {""slow_mean_reversion"": ""lstm"", ""stable"": ""deep_mlp"", ""stress_or_breakdown"": ""tcn""}, ""global_fallback_expert"": ""random_forest"", ""training_defined_regime_thresholds"": {""corr_low"": 0.7352108075346566, ""half_life_high"": 13.612867995009207, ""persistence_high"": 6.75, ""stress_high"": 0.5213293650793651}, ""validation_detail"": {""slow_mean_reversion"": {""chosen_expert"": ""lstm"", ""n"": 46, ""validation_f1"": 0.6666666666666666, ""validation_precision"": 0.6666666666666666}, ""stable"": {""chosen_expert"": ""deep_mlp"", ""n"": 26, ""validation_f1"": 0.4827586206896552, ""validation_precision"": 0.3333333333333333}, ""stress_or_breakdown"": {""chosen_expert"": ""tcn"", ""n"": 7, ""validation_f1"": 0.0, ""validation_precision"": 0.0}}}"
1,CVX-XOM,passed_all,True,uncertainty_consensus,0.48,0.02721924578382012,0.4352880748692148,-0.05859577711256682,3,0.6666666666666666,-0.1802086534666486,-1.4135104376895813,0.20742789925046873,True,True,0.02721924578382012,0.4352880748692148,True,,,,"{""candidate_vote_counts"": [3, 4, 5], ""expert_names"": [""random_forest"", ""deep_mlp"", ""gru"", ""lstm"", ""tcn""], ""n_experts"": 5, ""selected_min_votes"": 4, ""validation_f1"": 0.48, ""validation_precision"": 0.36363636363636365}"
2,CVX-XOM,passed_all,True,random_forest,0.45,0.10072395907143523,0.9013905839658117,-0.05502740241398918,12,0.5833333333333334,0.10072395907143523,0.9013905839658117,0.0,True,True,0.10072395907143523,0.9013905839658117,True,0.24890350877192985,0.3023255813953488,0.3,
2,CVX-XOM,passed_all,True,deep_mlp,0.32432432432432434,0.10072395907143523,0.9013905839658117,-0.05502740241398918,12,0.5833333333333334,0.10072395907143523,0.9013905839658117,0.0,True,True,0.10072395907143523,0.9013905839658117,True,0.12171052631578949,0.14285714285714285,0.3,
2,CVX-XOM,passed_all,True,gru,0.5581395348837209,0.10072395907143523,0.9013905839658117,-0.05502740241398918,12,0.5833333333333334,0.10072395907143523,0.9013905839658117,0.0,True,True,0.10072395907143523,0.9013905839658117,True,0.1754385964912281,0.3218390804597701,0.4,
